order_id,product_key,customer_id,geography_id,order_date_id,ship_date_id,order_priority,ship_mode,sales,profit,quantity,discount,shipping_cost
CA-2014-166317,8491,JE-156104,282,1362,1366,Medium,Standard Class,98,9.816,6,0.0,8.24
CA-2014-166317,8708,JE-156104,282,1362,1366,Medium,Standard Class,87,25.2213,3,0.0,5.3
CA-2014-117485,8709,BD-113204,274,1363,1369,Medium,Standard Class,292,102.186,4,0.0,17.37
CA-2014-142034,8710,KB-162404,2923,1364,1368,High,Standard Class,604,181.176,4,0.0,37.96
CA-2014-142034,8642,KB-162404,2923,1364,1368,High,Standard Class,656,275.478,5,0.0,120.28
CA-2014-142034,8711,KB-162404,2923,1364,1368,High,Standard Class,72,12.96,4,0.0,7.72
CA-2014-162481,8622,CT-119954,261,1365,1369,High,Standard Class,270,51.2943,3,0.0,22.14
CA-2014-145884,8712,SL-201554,301,1391,1391,High,Same Day,262,62.9064,1,0.0,14.51
CA-2014-145884,8408,SL-201554,301,1391,1391,High,Same Day,1440,374.3792,8,0.0,214.24
CA-2014-130211,8713,BD-116204,270,1392,1392,High,Same Day,249,54.7756,2,0.0,35.13
CA-2014-155558,8714,PG-188954,261,1396,1403,Low,Standard Class,20,6.7966,1,0.0,2.03
CA-2014-107825,8692,NB-186554,282,1419,1419,High,Same Day,6,2.7354,2,0.0,0.46
CA-2014-135307,8715,LS-172454,2924,1427,1428,High,First Class,126,40.416,3,0.0,44.37
CA-2014-135307,8477,LS-172454,2924,1427,1428,High,First Class,38,12.1728,2,0.0,1.66
CA-2014-141439,8716,TT-214604,244,1427,1432,Medium,Standard Class,829,240.294,3,0.0,48.72
CA-2014-141439,8534,TT-214604,244,1427,1432,Medium,Standard Class,27,9.8856,2,0.0,1.21
CA-2014-141439,8604,TT-214604,244,1427,1432,Medium,Standard Class,258,67.0644,3,0.0,21.24
CA-2014-141439,8456,TT-214604,244,1427,1432,Medium,Standard Class,90,43.1904,2,0.0,7.64
CA-2014-141439,8717,TT-214604,244,1427,1432,Medium,Standard Class,1880,545.1884,4,0.0,65.07
CA-2014-102519,8718,BM-116504,282,1428,1430,High,First Class,47,19.2454,1,0.0,8.12
CA-2014-102519,8505,BM-116504,282,1428,1430,High,First Class,144,56.0547,9,0.0,33.69
CA-2014-160885,8719,JK-160904,276,1433,1437,High,Standard Class,2480,743.988,4,0.0,312.14
US-2014-107384,8720,TP-211304,261,1435,1439,Medium,Standard Class,143,29.988,1,0.0,12.39
US-2014-107384,8721,TP-211304,261,1435,1439,Medium,Standard Class,400,143.982,5,0.0,26.45
CA-2014-130351,8722,RB-195704,243,1436,1439,High,First Class,99,40.7499,3,0.0,4.48
CA-2014-117324,8486,JP-155204,278,1439,1444,Medium,Standard Class,460,41.3928,4,0.0,39.55
CA-2014-117324,8707,JP-155204,278,1439,1444,Medium,Standard Class,178,32.0598,3,0.0,15.11
CA-2014-143252,8581,HE-148004,282,1449,1455,Medium,Standard Class,100,22.9885,5,0.0,9.89
CA-2014-143252,8723,HE-148004,282,1449,1455,Medium,Standard Class,29,10.8558,3,0.0,0.82
CA-2014-137456,8724,RB-194654,300,1452,1452,Medium,Same Day,16,7.0048,2,0.0,1.94
CA-2014-146164,8725,CM-121904,261,1453,1457,Medium,Standard Class,608,97.2032,2,0.0,45.39
CA-2011-167927,8553,XP-218654,309,21,27,Medium,Standard Class,273,30.0234,3,0.0,20.68
CA-2011-167927,8545,XP-218654,309,21,27,Medium,Standard Class,15,4.8609,3,0.0,0.71
CA-2011-133228,8726,MS-177104,310,94,99,Medium,Standard Class,5,2.3521,1,0.0,0.24
CA-2011-140487,8727,SR-204254,310,165,171,Medium,Standard Class,213,57.4938,3,0.0,11.48
CA-2011-124478,8656,MA-175604,315,220,224,High,Standard Class,54,22.6296,6,0.0,5.32
CA-2011-124478,8637,MA-175604,315,220,224,High,Standard Class,550,274.995,1,0.0,51.95
CA-2011-124478,8728,MA-175604,315,220,224,High,Standard Class,300,83.9944,2,0.0,39.5
CA-2011-121006,8495,SC-200204,314,314,320,Medium,Standard Class,564,112.788,3,0.0,21.92
CA-2012-112452,8729,NC-183404,319,460,460,Critical,Same Day,600,209.993,2,0.0,218.9
CA-2012-112452,8730,NC-183404,319,460,460,Critical,Same Day,11,0.438,1,0.0,3.26
CA-2012-136805,8651,NM-184454,310,509,513,High,Second Class,75,19.5858,9,0.0,6.05
US-2012-132836,8432,AJ-109454,310,518,522,Medium,Standard Class,42,11.732,2,0.0,2.82
US-2012-132836,8731,AJ-109454,310,518,522,Medium,Standard Class,300,83.9944,2,0.0,12.55
CA-2012-125395,8732,LA-167804,317,543,546,High,Second Class,42,8.799,2,0.0,4.35
CA-2012-163055,8713,DS-131804,310,587,594,Medium,Standard Class,622,136.939,5,0.0,40.02
CA-2012-108532,8491,CC-121004,310,607,611,High,Standard Class,115,11.452,7,0.0,9.45
CA-2012-108532,8634,CC-121004,310,607,611,High,Standard Class,132,35.6346,2,0.0,19.71
CA-2012-168480,8733,DM-129554,321,630,636,Medium,Standard Class,194,31.0912,4,0.0,4.23
CA-2012-124107,8467,BM-116504,322,648,651,Critical,Second Class,620,111.591,5,0.0,181.01
CA-2012-124107,8480,BM-116504,322,648,651,Critical,Second Class,29,8.4564,3,0.0,6.49
CA-2012-124499,8734,FM-143804,310,648,652,Medium,Standard Class,390,35.0973,3,0.0,36.08
US-2012-126235,8577,GA-147254,2925,654,654,High,Same Day,17,6.1704,2,0.0,2.65
CA-2012-113901,8735,NH-186104,310,658,663,Medium,Standard Class,150,44.985,5,0.0,7.23
CA-2012-123673,8736,CH-120704,310,669,671,Medium,Second Class,300,74.975,2,0.0,44.26
CA-2012-138009,8437,SF-209654,323,699,703,High,Standard Class,302,87.5684,2,0.0,38.84
CA-2012-110016,8415,BT-113954,310,699,704,High,Standard Class,1107,121.7601,9,0.0,129.93
CA-2012-121650,8609,KD-164954,313,710,716,Medium,Standard Class,192,32.6332,2,0.0,16.23
CA-2012-121650,8737,KD-164954,313,710,716,Medium,Standard Class,802,200.49,2,0.0,61.3
CA-2012-135853,8738,CA-127754,310,711,714,Critical,First Class,175,61.3305,11,0.0,56.3
CA-2012-135853,8455,CA-127754,310,711,714,Critical,First Class,126,31.4975,1,0.0,44.58
US-2012-138121,8441,JL-158354,310,717,717,High,Same Day,547,136.665,9,0.0,86.97
US-2012-138121,8739,JL-158354,310,717,717,High,Same Day,142,38.4372,2,0.0,36.66
US-2012-138121,8740,JL-158354,310,717,717,High,Same Day,303,48.4704,3,0.0,69.98
US-2012-138121,8741,JL-158354,310,717,717,High,Same Day,212,14.8491,3,0.0,39.93
CA-2012-153717,8742,DL-134954,310,725,732,Medium,Standard Class,161,20.9274,1,0.0,14.7
CA-2012-153717,8405,DL-134954,310,725,732,Medium,Standard Class,74,19.9746,2,0.0,2.77
CA-2013-128517,8475,SW-203504,310,831,836,Medium,Second Class,518,134.654,2,0.0,35.36
CA-2013-122903,8743,LA-167804,310,879,881,High,Second Class,3505,700.98,5,0.0,383.35
CA-2013-155005,8744,SC-200504,313,896,898,High,Second Class,378,94.4925,3,0.0,36.13
US-2013-111290,8745,DK-133754,309,935,939,Medium,Standard Class,110,36.2835,1,0.0,11.67
CA-2013-133550,8553,KL-166454,310,944,950,Medium,Standard Class,273,30.0234,3,0.0,26.79
CA-2013-133550,8451,KL-166454,310,944,950,Medium,Standard Class,636,165.3496,4,0.0,20.15
CA-2013-133550,8419,KL-166454,310,944,950,Medium,Standard Class,119,33.3172,1,0.0,6.22
CA-2013-151141,8746,DW-134804,310,964,967,High,First Class,15,3.9906,2,0.0,1.3
CA-2013-114601,8747,AA-104804,310,970,977,Medium,Standard Class,448,98.5248,4,0.0,40.32
CA-2013-114601,8398,AA-104804,310,970,977,Medium,Standard Class,480,163.1898,3,0.0,20.91
CA-2013-114601,8748,AA-104804,310,970,977,Medium,Standard Class,210,58.7916,3,0.0,17.37
CA-2013-116526,8749,JA-159704,310,976,980,Medium,Standard Class,9,2.2828,1,0.0,0.69
CA-2013-115756,8750,PK-190754,310,980,982,Medium,Second Class,243,29.1528,3,0.0,11.71
CA-2013-115756,8368,PK-190754,310,980,982,Medium,Second Class,12,3.666,1,0.0,0.87
US-2013-157728,8659,RC-199604,316,997,1003,Medium,Standard Class,98,27.4344,2,0.0,4.73
CA-2013-160220,8432,JS-160304,315,1025,1031,Medium,Standard Class,126,35.196,6,0.0,5.83
CA-2013-160220,8471,JS-160304,315,1025,1031,Medium,Standard Class,192,51.8346,2,0.0,11.93
CA-2013-165148,8686,PM-191354,310,1027,1029,Critical,First Class,31,10.048,5,0.0,10.34
CA-2013-146682,8573,KW-164354,319,1034,1036,High,First Class,67,32.16,5,0.0,6.84
CA-2013-139878,8479,LD-170054,310,1047,1052,Medium,Standard Class,258,74.8142,2,0.0,24.97
CA-2013-115378,8751,AJ-109454,317,1054,1059,Medium,Second Class,302,33.2156,2,0.0,27.19
CA-2013-169838,8652,BB-115454,313,1061,1065,Medium,Standard Class,1569,329.4081,9,0.0,88.88
CA-2013-169838,8752,BB-115454,313,1061,1065,Medium,Standard Class,160,62.4,8,0.0,7.36
CA-2013-156748,8734,BS-117554,310,1066,1072,Medium,Standard Class,390,35.0973,3,0.0,32.13
CA-2013-133340,8392,LH-171554,313,1075,1079,Medium,Standard Class,60,25.1916,2,0.0,4.24
CA-2013-133340,8482,LH-171554,313,1075,1079,Medium,Standard Class,11,3.052,1,0.0,0.35
CA-2013-139395,8651,MG-176504,313,1078,1084,Medium,Standard Class,33,8.7048,4,0.0,1.66
CA-2013-139395,8531,MG-176504,313,1078,1084,Medium,Standard Class,658,184.2204,7,0.0,45.78
CA-2013-142335,8753,MP-179654,310,1081,1085,Medium,Standard Class,1653,231.4116,3,0.0,1.98
CA-2014-138289,8660,AR-105404,313,1113,1115,High,Second Class,303,72.6408,3,0.0,36.2
CA-2014-127026,8467,MH-181154,313,1118,1124,Medium,Standard Class,620,111.591,5,0.0,27.79
CA-2014-127026,8515,MH-181154,313,1118,1124,Medium,Standard Class,165,49.497,1,0.0,9.22
CA-2014-145142,8754,MC-176054,310,1120,1122,Medium,First Class,211,21.098,2,0.0,25.67
CA-2014-111815,8445,EP-139154,312,1159,1166,Medium,Standard Class,181,47.0548,1,0.0,6.93
CA-2014-111815,8468,EP-139154,312,1159,1166,Medium,Standard Class,100,42.9914,2,0.0,6.36
CA-2014-113208,8755,ML-180404,323,1182,1189,Medium,Standard Class,61,23.1192,3,0.0,3.65
US-2014-136721,8600,NH-186104,2926,1195,1199,High,Standard Class,274,71.2296,2,0.0,12.6
US-2014-136721,8580,NH-186104,2926,1195,1199,High,Standard Class,307,79.794,3,0.0,43.37
CA-2014-141733,8756,RW-195404,310,1224,1228,High,Standard Class,1459,423.0085,5,0.0,315.73
CA-2014-141733,8452,RW-195404,310,1224,1228,High,Standard Class,477,119.2,2,0.0,28.24
CA-2014-141733,8757,RW-195404,310,1224,1228,High,Standard Class,27,7.4592,1,0.0,4.78
CA-2014-106103,8722,SC-203054,2927,1258,1263,High,Standard Class,133,54.3332,4,0.0,15.89
CA-2014-105823,8683,RB-194654,310,1270,1274,High,Standard Class,488,146.388,2,0.0,52.93
CA-2014-133256,8758,TH-215504,310,1274,1275,High,First Class,544,135.98,8,0.0,171.35
CA-2014-145653,8739,CA-127754,310,1341,1341,High,Same Day,498,134.5302,7,0.0,33.08
CA-2014-137596,8526,BE-113354,313,1342,1347,Medium,Standard Class,1929,829.3754,7,0.0,61.73
CA-2014-137596,8759,BE-113354,313,1342,1347,Medium,Standard Class,1200,323.946,4,0.0,117.82
CA-2014-167381,8760,EH-140054,319,1362,1364,Critical,Second Class,242,41.1332,2,0.0,50.32
CA-2014-126074,8761,RF-197354,315,1372,1376,High,Standard Class,158,56.7864,11,0.0,19.15
CA-2014-143434,8566,ME-173204,326,1419,1425,Medium,Standard Class,20,8.2992,4,0.0,1.33
CA-2014-149160,8616,JM-152654,325,1424,1427,Medium,Second Class,28,11.076,2,0.0,0.9
CA-2014-135860,8762,JH-159854,326,1432,1438,Medium,Standard Class,132,35.6346,2,0.0,11.59
CA-2014-109960,8508,DB-132104,310,1440,1442,Medium,Second Class,105,41.952,6,0.0,10.29
CA-2014-139199,8655,DK-128354,310,1440,1444,Medium,Standard Class,873,226.9644,3,0.0,50.66
CA-2014-120376,8410,TP-211304,310,1453,1456,High,First Class,1587,412.5394,7,0.0,397.52
CA-2014-120376,8763,TP-211304,310,1453,1456,High,First Class,412,70.006,2,0.0,57.12
CA-2014-120376,8466,TP-211304,310,1453,1456,High,First Class,85,30.5964,1,0.0,13.66
CA-2014-120376,8764,TP-211304,310,1453,1456,High,First Class,200,63.984,5,0.0,10.15
CA-2011-103366,8414,EH-139904,181,16,18,Critical,First Class,150,65.978,5,0.0,45.24
CA-2011-164315,8728,RD-195854,179,92,98,Medium,Standard Class,1050,293.9804,7,0.0,37.67
CA-2011-165806,8765,VM-216854,180,97,97,Medium,Same Day,201,50.2425,3,0.0,5.37
CA-2011-100895,8766,SV-207854,181,153,157,High,Standard Class,240,67.1916,3,0.0,27.96
CA-2011-116190,8767,SG-204704,182,207,213,Medium,Standard Class,68,18.3276,2,0.0,5.57
CA-2011-116190,8577,SG-204704,182,207,213,Medium,Standard Class,26,9.2556,3,0.0,2.06
CA-2011-153927,8768,LL-168404,183,224,225,Critical,First Class,273,98.1396,13,0.0,57.56
CA-2011-163293,8768,KC-162554,185,251,254,Medium,First Class,84,30.1968,4,0.0,13.48
CA-2011-163293,8769,KC-162554,185,251,254,Medium,First Class,33,12.8583,3,0.0,1.08
CA-2011-159184,8770,JC-157754,185,257,262,Medium,Standard Class,142,52.688,5,0.0,10.08
CA-2011-103807,8771,EM-138254,186,336,343,Medium,Standard Class,6,0.833,1,0.0,0.35
CA-2012-149342,8772,TS-211604,184,476,481,Medium,Standard Class,595,297.69,6,0.0,31.68
CA-2012-149342,8471,TS-211604,184,476,481,Medium,Standard Class,288,77.7519,3,0.0,19.91
CA-2012-106187,8379,RF-193454,187,540,546,Medium,Standard Class,27,9.3228,3,0.0,1.89
CA-2012-106187,8773,RF-193454,187,540,546,Medium,Standard Class,75,18.0,3,0.0,4.41
CA-2012-165624,8618,FH-143504,182,601,606,Medium,Standard Class,252,47.8629,9,0.0,17.94
CA-2012-142755,8467,CS-123554,181,613,617,High,Standard Class,620,111.591,5,0.0,60.92
CA-2012-118843,8564,JH-159104,182,622,629,Medium,Standard Class,130,12.993,3,0.0,9.48
CA-2012-147102,8774,NH-186104,184,628,635,Low,Standard Class,66,23.226,4,0.0,8.09
CA-2012-168004,8610,DJ-134204,189,643,648,Medium,Second Class,393,43.2234,3,0.0,20.77
US-2012-168732,8775,KM-166604,181,710,716,Medium,Standard Class,102,21.4074,6,0.0,3.23
US-2012-136749,8776,LH-169004,184,725,727,Critical,Second Class,276,46.8996,6,0.0,56.43
CA-2013-106558,8777,DL-134954,184,748,752,Medium,Standard Class,316,31.6,4,0.0,21.85
US-2013-108504,8778,PP-189554,188,767,767,Critical,Same Day,240,52.7956,2,0.0,63.47
US-2013-108504,8779,PP-189554,188,767,767,Critical,Same Day,19,7.1592,3,0.0,3.26
US-2013-108504,8703,PP-189554,188,767,767,Critical,Same Day,485,126.0558,3,0.0,120.28
US-2013-108504,8602,PP-189554,188,767,767,Critical,Same Day,105,28.3095,3,0.0,29.3
CA-2013-146171,8601,JP-161354,184,802,806,High,Standard Class,77,31.5372,4,0.0,12.14
CA-2013-119074,8583,DS-131804,184,818,822,Medium,Standard Class,20,8.7032,1,0.0,1.44
CA-2013-119074,8780,DS-131804,184,818,822,Medium,Standard Class,40,11.1776,4,0.0,2.54
CA-2013-127985,8560,DB-129104,184,823,827,High,Second Class,7,3.0976,4,0.0,0.62
US-2013-106600,8689,RM-193754,184,830,833,Medium,First Class,355,88.725,5,0.0,55.53
CA-2013-139269,8668,JB-160454,184,877,882,Medium,Standard Class,25,6.24,4,0.0,2.54
CA-2013-160234,8421,PF-192254,182,909,916,Low,Standard Class,136,39.4255,1,0.0,20.21
CA-2013-162355,8443,PF-191654,186,913,915,Critical,Second Class,1267,291.3778,7,0.0,254.77
CA-2013-157588,8781,AR-105704,184,927,932,Medium,Standard Class,52,15.525,1,0.0,4.11
CA-2013-163174,8554,XP-218654,179,970,974,High,Standard Class,187,41.0388,3,0.0,23.84
CA-2013-162159,8591,CR-126254,184,991,993,High,First Class,122,30.445,2,0.0,13.89
CA-2013-134208,8782,CS-125054,184,992,998,Low,Standard Class,396,190.08,4,0.0,68.48
CA-2013-142370,8468,TP-211304,184,994,998,Medium,Standard Class,250,107.4785,5,0.0,10.98
CA-2013-149979,8621,RA-199154,184,998,1003,Medium,Second Class,369,81.1734,3,0.0,33.87
CA-2013-131065,8463,AA-103754,182,1050,1052,Critical,Second Class,500,114.9954,2,0.0,139.02
CA-2013-163167,8783,RF-193454,180,1064,1067,Medium,Second Class,183,52.9743,3,0.0,1.79
CA-2013-163167,8784,RF-193454,180,1064,1067,Medium,Second Class,102,6.102,6,0.0,10.97
US-2013-169369,8631,EC-140504,184,1078,1084,Medium,Standard Class,250,19.996,5,0.0,22.11
US-2014-105935,8565,BD-115004,184,1123,1128,High,Standard Class,63,24.4608,4,0.0,4.71
US-2014-105935,8785,BD-115004,184,1123,1128,High,Standard Class,2940,764.3818,7,0.0,343.25
CA-2014-133263,8489,JE-156104,182,1187,1189,High,Second Class,3000,1439.976,5,0.0,439.69
CA-2014-121419,8763,TC-214754,184,1189,1191,High,First Class,412,70.006,2,0.0,66.38
CA-2014-121419,8449,TC-214754,184,1189,1191,High,First Class,360,129.6,4,0.0,75.49
CA-2014-157854,8786,DM-133454,181,1195,1202,Low,Standard Class,56,15.7584,6,0.0,7.16
CA-2014-159464,8787,TB-213554,186,1235,1236,High,First Class,303,75.735,3,0.0,80.08
CA-2014-159464,8460,TB-213554,186,1235,1236,High,First Class,56,15.6744,2,0.0,6.37
CA-2014-159464,8788,TB-213554,186,1235,1236,High,First Class,35,15.6375,5,0.0,4.33
CA-2014-138975,8443,SC-203804,182,1236,1240,Medium,Standard Class,1629,374.6286,9,0.0,33.41
CA-2014-138975,8784,SC-203804,182,1236,1240,Medium,Standard Class,68,4.068,4,0.0,7.04
CA-2014-138975,8789,SC-203804,182,1236,1240,Medium,Standard Class,378,98.2722,3,0.0,23.07
CA-2014-148474,8790,ME-173204,184,1260,1267,Low,Standard Class,453,67.941,3,0.0,47.29
US-2014-126179,8791,CS-124604,184,1281,1285,High,Standard Class,24,5.5177,1,0.0,1.03
US-2014-126179,8471,CS-124604,184,1281,1285,High,Standard Class,288,77.7519,3,0.0,43.98
CA-2014-128629,8792,BP-111554,184,1288,1292,High,Second Class,19,7.9128,3,0.0,1.03
CA-2014-128475,8793,SC-206804,184,1335,1341,Medium,Standard Class,72,15.1158,2,0.0,3.27
CA-2014-157931,8445,MO-178004,181,1357,1362,Medium,Second Class,724,188.2192,4,0.0,46.85
CA-2014-164756,8794,SS-201404,184,1358,1362,Medium,Standard Class,20,6.9088,4,0.0,1.77
CA-2014-164756,8795,SS-201404,184,1358,1362,Medium,Standard Class,412,119.4742,2,0.0,24.94
CA-2014-164756,8620,SS-201404,184,1358,1362,Medium,Standard Class,96,26.7904,8,0.0,6.44
US-2014-132675,8649,KF-162854,186,1364,1368,High,Standard Class,90,25.172,2,0.0,10.74
CA-2014-163629,8721,RA-198854,179,1418,1422,Medium,Standard Class,80,28.7964,1,0.0,5.15
CA-2014-163629,8796,RA-198854,179,1418,1422,Medium,Standard Class,206,55.647,5,0.0,11.83
CA-2011-167199,8596,ME-173204,190,7,11,High,Standard Class,2574,746.4078,9,0.0,258.99
CA-2011-167199,8523,ME-173204,190,7,11,High,Standard Class,392,113.6742,2,0.0,62.37
CA-2011-167199,8404,ME-173204,190,7,11,High,Standard Class,756,204.1092,4,0.0,13.82
CA-2011-162775,8797,CS-122504,197,14,16,Critical,Second Class,647,258.696,6,0.0,141.35
CA-2011-109232,8525,ND-183704,2928,14,17,Medium,Second Class,546,87.3504,6,0.0,52.32
US-2011-147627,8516,HL-150404,198,21,27,Medium,Standard Class,1068,224.2674,3,0.0,85.72
US-2011-147627,8798,HL-150404,198,21,27,Medium,Standard Class,39,11.58,4,0.0,2.57
US-2011-147627,8799,HL-150404,198,21,27,Medium,Standard Class,700,181.9818,7,0.0,31.52
CA-2011-114790,8400,FM-142154,191,70,72,High,Second Class,33,14.1728,2,0.0,4.88
CA-2011-114790,8524,FM-142154,191,70,72,High,Second Class,588,164.6316,3,0.0,95.0
CA-2011-149538,8468,KB-165854,201,94,98,High,Standard Class,100,42.9914,2,0.0,14.42
CA-2011-124023,8800,PJ-190154,219,97,100,Medium,First Class,9,2.7776,2,0.0,0.78
CA-2011-128846,8801,RS-197654,199,97,102,Medium,Standard Class,630,163.787,5,0.0,43.12
US-2011-118997,8802,RA-198854,209,98,102,Medium,Standard Class,1216,316.1392,8,0.0,66.58
CA-2011-142727,8627,HG-148454,202,119,121,Medium,Second Class,52,12.99,2,0.0,7.56
CA-2011-156006,8803,TM-210104,200,120,122,High,Second Class,48,16.2486,3,0.0,3.79
CA-2011-143840,8758,EH-141854,209,142,149,Medium,Standard Class,136,33.995,2,0.0,6.0
CA-2011-143840,8649,EH-141854,209,142,149,Medium,Standard Class,45,12.586,1,0.0,2.24
CA-2011-166051,8804,JK-156254,200,151,156,Medium,Standard Class,114,32.9817,3,0.0,3.63
CA-2011-166051,8805,JK-156254,200,151,156,Medium,Standard Class,660,197.991,3,0.0,46.84
US-2011-165659,8552,LT-171104,204,152,157,High,Standard Class,22,9.102,6,0.0,2.68
US-2011-165659,8806,LT-171104,204,152,157,High,Standard Class,882,229.3018,7,0.0,112.32
CA-2011-104283,8604,LM-170654,203,178,182,Medium,Standard Class,86,22.3548,1,0.0,6.9
CA-2011-104283,8665,LM-170654,203,178,182,Medium,Standard Class,224,53.7504,4,0.0,10.79
CA-2011-157784,8398,MC-178454,200,186,189,High,First Class,480,163.1898,3,0.0,94.49
CA-2011-115357,8768,RF-197354,199,218,223,Medium,Second Class,63,22.6476,3,0.0,6.14
CA-2011-111500,8466,DJ-135104,204,229,233,Medium,Standard Class,340,122.3856,4,0.0,23.28
US-2011-156559,8727,LH-169004,198,231,238,Low,Standard Class,639,172.4814,9,0.0,42.26
CA-2011-114314,8555,DB-135554,205,284,288,High,Standard Class,9,3.9248,4,0.0,0.51
CA-2011-110408,8807,AS-102254,206,291,293,Medium,Second Class,546,70.9644,6,0.0,29.9
CA-2011-110408,8808,AS-102254,206,291,293,Medium,Second Class,1395,362.687,5,0.0,140.1
CA-2011-115084,8660,LS-172004,2929,291,295,High,Standard Class,605,145.2816,6,0.0,35.23
CA-2011-151967,8809,NB-185804,197,295,299,Medium,Standard Class,130,10.3936,4,0.0,11.12
CA-2011-158274,8810,RM-196754,213,323,328,Medium,Second Class,29,7.25,2,0.0,0.78
CA-2011-158274,8801,RM-196754,213,323,328,Medium,Second Class,504,131.0296,4,0.0,51.86
CA-2011-158274,8811,RM-196754,213,323,328,Medium,Second Class,150,41.986,5,0.0,5.31
CA-2011-102274,8405,DH-130754,191,325,330,Medium,Standard Class,37,9.9873,1,0.0,2.09
CA-2011-101560,8812,CS-122504,199,332,335,Critical,Second Class,398,43.736,5,0.0,121.91
CA-2011-120768,8734,IM-150704,208,353,355,High,Second Class,1820,163.7874,14,0.0,185.34
CA-2011-153087,8813,TC-209804,209,361,368,Medium,Standard Class,498,184.26,5,0.0,31.42
CA-2012-169740,8814,LM-170654,216,416,421,Medium,Standard Class,30,2.999,1,0.0,2.36
CA-2012-102722,8662,KW-165704,213,474,475,High,First Class,107,41.535,6,0.0,16.24
CA-2012-107678,8815,JK-160904,192,477,484,Medium,Standard Class,192,51.8292,2,0.0,12.1
CA-2012-107678,8816,JK-160904,192,477,484,Medium,Standard Class,210,35.6796,3,0.0,13.72
CA-2012-107678,8531,JK-160904,192,477,484,Medium,Standard Class,470,131.586,5,0.0,15.3
US-2012-123960,8817,BD-116054,213,528,533,Medium,Standard Class,29,10.7892,2,0.0,1.0
US-2012-123960,8818,BD-116054,213,528,533,Medium,Standard Class,54,10.203,6,0.0,1.75
CA-2012-104941,8729,DH-130754,209,530,536,Medium,Standard Class,900,314.9895,3,0.0,73.62
CA-2012-128139,8819,BD-117254,191,550,556,Medium,Standard Class,71,4.9686,1,0.0,3.77
CA-2012-103135,8820,SS-205154,192,571,575,High,Standard Class,21,6.0726,3,0.0,2.06
CA-2012-103135,8821,SS-205154,192,571,575,High,Standard Class,280,64.3678,14,0.0,33.44
CA-2012-154291,8822,YS-218804,206,572,576,Medium,Standard Class,359,39.4438,2,0.0,22.18
US-2012-129553,8648,PG-188204,192,574,580,Medium,Standard Class,30,0.2997,3,0.0,1.9
CA-2012-164427,8428,AR-104054,217,578,584,Medium,Standard Class,240,105.468,6,0.0,15.46
CA-2012-102491,8821,KW-164354,194,602,606,High,Standard Class,80,18.3908,4,0.0,7.21
CA-2012-102491,8823,KW-164354,194,602,606,High,Standard Class,3080,1416.8,7,0.0,351.01
CA-2012-102491,8429,KW-164354,194,602,606,High,Standard Class,588,170.5113,3,0.0,67.39
US-2012-151435,8604,SW-204554,201,615,618,Medium,Second Class,86,22.3548,1,0.0,4.51
CA-2012-151624,8536,VW-217754,206,617,623,Medium,Standard Class,21,8.1168,8,0.0,1.92
CA-2012-102582,8437,NW-184004,219,624,628,Medium,Standard Class,1057,306.4894,7,0.0,56.9
CA-2012-102582,8737,NW-184004,219,624,628,Medium,Standard Class,802,200.49,2,0.0,53.81
CA-2012-102582,8824,NW-184004,219,624,628,Medium,Standard Class,60,0.0,3,0.0,3.29
CA-2012-158421,8430,GB-145754,199,630,635,Medium,Standard Class,1690,422.51,4,0.0,126.03
CA-2012-158421,8804,GB-145754,199,630,635,Medium,Standard Class,114,32.9817,3,0.0,12.25
CA-2012-158421,8825,GB-145754,199,630,635,Medium,Standard Class,630,176.386,5,0.0,35.45
CA-2012-143119,8496,MC-172754,201,633,639,Medium,Standard Class,518,155.25,6,0.0,27.07
CA-2012-114300,8815,AF-108854,192,652,656,Medium,Standard Class,288,77.7438,3,0.0,21.29
CA-2012-114300,8620,AF-108854,192,652,656,Medium,Standard Class,84,23.4416,7,0.0,4.31
CA-2012-162537,8826,RD-195854,190,667,673,Medium,Standard Class,33,12.9129,7,0.0,1.66
CA-2012-162537,8827,RD-195854,190,667,673,Medium,Standard Class,24,9.158,5,0.0,1.1
CA-2012-108119,8790,MS-175304,2930,671,678,Low,Standard Class,302,45.294,2,0.0,34.12
CA-2012-134894,8473,DK-129854,190,707,711,High,Standard Class,284,70.98,4,0.0,18.32
CA-2012-125066,8828,KD-164954,200,714,718,High,Standard Class,6,1.9712,2,0.0,0.59
CA-2013-118514,8630,LC-170504,191,765,772,Low,Standard Class,866,225.264,4,0.0,107.39
CA-2013-108105,8812,GW-146054,190,778,785,Medium,Standard Class,318,34.9888,4,0.0,16.05
CA-2013-162747,8829,AH-100304,215,811,816,Medium,Second Class,86,38.038,7,0.0,5.73
CA-2013-134789,8830,CK-123254,216,830,837,Low,Standard Class,160,31.984,4,0.0,17.93
CA-2013-168753,8524,RL-196154,206,881,884,High,Second Class,980,274.386,5,0.0,81.6
US-2013-167472,8818,CK-125954,204,889,890,High,First Class,27,5.1015,3,0.0,5.11
US-2013-167472,8392,CK-125954,204,889,890,High,First Class,180,75.5748,6,0.0,13.35
US-2013-167472,8797,CK-125954,204,889,890,High,First Class,323,129.348,3,0.0,54.42
CA-2013-101378,8810,RH-196004,211,927,927,High,Same Day,29,7.25,2,0.0,1.95
CA-2013-157161,8423,JD-158954,199,929,933,Medium,Second Class,76,18.2352,2,0.0,7.54
